timestamp,open,high,low,close,volume,sma_20,rsi_14,macd,elliott_wave_1,elliott_wave_2,elliott_wave_3,impulse_wave,corrective_wave,fibonacci_level,stoch_k,atr,price_change,volatility,target
2024-01-01 00:27:00,1995.247926,2007.167391,1990.535345,2002.984816,805.102759,2001.018806,42.602496,0.404473,0,1,0,0,0,0.382,7.90983,2.248703,0.730114,0.007612,0
2024-01-01 00:28:00,1994.647287,2004.652189,1989.905734,2003.383869,562.599114,2000.693781,28.501127,0.090268,0,0,0,0,0,0.382,37.923042,1.965963,1.869868,0.005478,1
2024-01-01 00:29:00,1994.355593,2004.936083,1989.255534,2001.423886,271.074023,1997.193855,50.671665,-0.503475,0,0,1,0,0,0.382,40.316541,0.15578,-1.170001,0.019409,1
2024-01-01 00:30:00,1993.753887,2005.729879,1987.571295,2000.722133,903.825738,1995.684249,42.246846,0.014893,0,0,0,0,0,0.382,83.978695,0.995283,0.121898,0.002346,0
2024-01-01 00:31:00,1995.606165,2007.441182,1988.439235,2000.622003,1172.830656,2000.769918,55.675521,-0.466522,0,0,0,1,0,0.236,1.129411,6.882268,-0.735054,0.003599,1
2024-01-01 00:32:00,1995.592667,2008.0716,1991.758887,2001.770628,1168.550235,1993.013994,23.70033,-0.167365,0,0,0,0,1,0.618,51.256678,0.738045,-1.560264,0.003957,0
2024-01-01 00:33:00,1994.534957,2006.684809,1989.406821,2001.524701,6.456939,1994.660235,59.028258,0.19897,0,0,0,0,0,0.382,29.80263,1.822338,-0.774907,0.003545,1
2024-01-01 00:34:00,1995.357501,2004.969756,1989.659094,2001.371378,1210.792405,1993.583343,42.270952,-0.084461,0,0,0,0,0,0.382,61.744027,0.577813,-0.551478,0.022792,0
2024-01-01 00:35:00,1994.136658,2003.888454,1989.55762,2001.283431,2012.701829,1993.940058,34.000823,0.321395,0,0,0,1,1,0.382,6.5728,0.102427,0.048572,0.026295,1
2024-01-01 00:36:00,1994.345521,2004.335026,1989.022951,1999.459743,122.073497,1997.605626,43.401347,0.004173,0,0,0,0,0,0.236,43.281567,1.6332,-1.537997,0.017881,0
2024-01-01 00:37:00,1992.385851,2003.276681,1989.080176,2000.118836,1408.037079,2005.310065,26.026886,-0.757129,1,0,0,1,1,0.236,79.781878,11.351797,0.336889,0.018291,1
2024-01-01 00:38:00,1991.057665,2004.964715,1990.126633,2000.736258,1732.954436,2003.091673,45.636153,-0.197372,0,0,0,0,0,0.236,20.597026,0.472254,0.529879,0.00865,0
2024-01-01 00:39:00,1991.254526,2007.255467,1989.859863,2001.550754,323.197871,2005.615792,51.847903,0.317665,0,0,0,1,0,0.236,58.949637,2.783633,-0.331475,0.009834,0
2024-01-01 00:40:00,1991.992993,2006.205566,1989.408599,2004.056602,1245.163589,1996.946047,51.090119,0.228259,0,0,0,1,0,0.618,41.977814,4.915566,2.35885,0.001001,0
2024-01-01 00:41:00,1992.164361,2005.711872,1990.233859,2002.75808,101.761304,1989.944898,56.899403,-0.535808,0,0,1,0,0,0.382,46.182073,2.48331,1.332385,0.003755,1
2024-01-01 00:42:00,1992.048713,2008.053045,1987.51026,2001.270054,1047.573603,1997.01321,41.484983,-0.230164,0,1,0,0,0,0.382,37.704987,2.072659,2.219875,0.009565,0
2024-01-01 00:43:00,1991.747609,2006.591175,1989.658995,2001.975921,714.022259,2005.638237,61.690562,0.103385,0,0,0,0,0,0.382,28.837108,1.656484,-0.550628,0.015713,1
2024-01-01 00:44:00,1990.269087,2005.490528,1987.314309,2001.638432,1896.134785,1998.032183,53.992527,-0.261089,0,0,0,0,1,0.618,13.271569,0.896793,0.609173,0.000417,0
2024-01-01 00:45:00,1989.549243,2005.745333,1987.839565,2000.652804,601.420889,1999.890874,62.239006,-0.169563,0,0,0,1,1,0.618,27.71825,0.307782,0.114648,0.022139,0
2024-01-01 00:46:00,1989.088604,2005.954782,1990.011065,2000.370241,558.783834,1998.926707,74.886559,0.124427,1,0,0,0,0,0.236,99.016425,1.187428,-0.338433,0.004255,0
2024-01-01 00:47:00,1990.145727,2006.275704,1988.961325,1999.751898,2714.845898,2003.486964,26.731534,0.916329,0,1,0,0,0,0.382,94.800698,1.180577,0.097714,0.018612,1
2024-01-01 00:48:00,1990.489345,2006.732653,1986.942177,2001.476675,2722.150412,2004.151906,44.260586,0.154991,0,0,0,0,1,0.382,4.244743,0.342875,-0.896601,0.004914,0
2024-01-01 00:49:00,1988.726305,2007.966825,1985.385555,2003.738487,36.364891,1992.25438,38.557263,0.346585,1,1,0,0,0,0.236,12.651447,0.271464,-0.422599,0.00203,1
2024-01-01 00:50:00,1989.050389,2006.648262,1984.192341,2002.102926,664.68617,1987.849003,82.073634,-0.443505,1,0,0,1,1,0.382,84.466521,3.084665,-0.632083,0.010972,0
2024-01-01 00:51:00,1988.665306,2005.575481,1986.578432,2000.626377,175.494039,2003.274327,58.959396,-0.622459,0,0,0,1,0,0.618,17.599057,0.172291,0.655393,0.009992,0
2024-01-01 00:52:00,1987.988384,2005.99058,1986.290262,1999.867009,319.800687,1998.93669,54.307441,-0.437713,0,0,1,1,0,0.382,39.541252,0.059794,-0.900183,0.017669,1
2024-01-01 00:53:00,1988.600061,2004.856714,1984.096366,1999.177481,1097.034561,2003.277616,67.939673,-0.087738,0,0,0,1,1,0.382,8.998035,0.477608,0.185702,0.016472,0
2024-01-01 00:54:00,1989.63106,2002.916016,1984.653509,1998.40222,138.443871,1998.597341,50.186391,0.113422,0,0,0,0,0,0.236,7.027471,0.765416,-0.632273,0.007813,1
2024-01-01 00:55:00,1990.56234,2003.652098,1983.899628,1998.207986,11.334487,2002.604143,56.999991,0.240228,0,0,0,1,0,0.236,61.404689,0.015698,0.511921,0.00271,0
2024-01-01 00:56:00,1989.723123,2003.342413,1982.577916,1997.761151,1298.73649,1999.323574,43.159241,0.445676,0,0,1,0,0,0.382,81.83853,2.979778,0.070371,0.001656,0
2024-01-01 00:57:00,1989.41391,2001.980357,1983.789386,1996.407539,1025.392365,1996.402338,29.533057,0.628809,0,0,0,0,1,0.382,16.699272,4.069717,-0.422956,0.002625,1
2024-01-01 00:58:00,1989.745174,2002.590752,1982.884034,1995.380731,2329.58929,1998.017044,63.461954,-1.03992,0,1,0,0,0,0.618,57.670149,0.108834,0.867455,0.020846,1
2024-01-01 00:59:00,1990.720719,2002.0386,1984.997941,1996.927069,781.563445,1999.157698,35.602712,-0.490487,0,0,0,0,0,0.618,71.31451,3.020297,-1.24172,0.017236,0
2024-01-01 01:00:00,1990.241545,2000.500243,1985.179565,1996.569621,2906.452815,2003.05619,61.228967,0.831684,1,0,0,0,1,0.382,97.023292,1.914518,-0.450375,0.000416,1
2024-01-01 01:01:00,1990.055886,2000.817938,1985.945536,1996.16099,939.849476,1999.141901,66.254516,0.174544,0,0,1,0,0,0.382,99.82752,1.867461,-0.867575,0.01599,0
2024-01-01 01:02:00,1988.949551,2001.921332,1985.188996,1994.640553,489.635667,1994.640548,16.333273,-0.053391,0,0,0,0,0,0.618,34.077943,4.042376,-2.022422,0.000351,0
2024-01-01 01:03:00,1987.753344,2003.516007,1985.023742,1994.177336,937.677061,2008.323508,65.672277,-1.114145,0,0,1,0,0,0.236,25.072171,0.037256,-0.750177,0.001605,1
2024-01-01 01:04:00,1988.56587,2003.321211,1987.198893,1995.138239,1383.020806,2001.55678,53.818596,-0.647668,1,0,0,0,0,0.618,61.983235,0.99459,-0.619399,0.002535,1
2024-01-01 01:05:00,1989.92211,2003.289551,1986.786302,1995.73379,427.007211,2006.805062,35.453242,0.442368,0,0,0,0,1,0.382,17.48508,0.61211,0.125746,0.001192,0
2024-01-01 01:06:00,1989.8501,2001.895679,1988.226382,1996.54489,466.051349,1994.537462,23.903446,-0.23422,1,0,0,0,1,0.618,32.218658,0.381625,0.010413,0.001379,1
2024-01-01 01:07:00,1990.853633,2002.183642,1988.496601,1995.341293,994.082814,1998.732011,48.937616,0.272383,0,0,0,0,1,0.618,58.068958,8.27877,0.959874,0.000849,1
2024-01-01 01:08:00,1991.215269,2002.048258,1991.202059,1994.121675,608.056233,2000.954354,47.321136,-0.20024,1,0,0,1,0,0.382,4.260479,3.586805,0.538219,0.011172,0
2024-01-01 01:09:00,1990.570149,2002.438892,1990.694496,1995.255111,748.603245,2003.289649,66.380604,1.090968,0,0,0,1,0,0.618,44.201822,2.408801,0.083032,0.000508,1
2024-01-01 01:10:00,1990.931545,2001.861906,1991.030303,1996.081385,4021.928974,1990.562761,50.971134,-0.022033,1,0,1,0,1,0.382,30.37958,6.947854,1.007619,0.010228,0
2024-01-01 01:11:00,1992.469581,2000.681929,1989.40183,1995.822922,44.761967,1990.71135,33.684609,-0.744968,0,1,0,0,0,0.618,9.351809,3.118535,-1.265358,0.010117,0
2024-01-01 01:12:00,1992.433755,2001.074792,1991.033414,1996.675962,1043.841112,1996.693225,26.693983,0.290201,0,0,0,0,0,0.236,11.012754,0.734327,0.738869,0.004247,0
2024-01-01 01:13:00,1993.998399,2002.626013,1990.130587,1995.472966,2562.463499,2002.734119,52.196595,0.037419,0,0,0,0,1,0.236,34.266212,0.866783,0.011481,0.004107,0
2024-01-01 01:14:00,1991.378654,2002.791708,1990.104174,1994.228498,269.464238,1996.6358,50.063605,-0.311286,0,1,0,0,0,0.382,12.27937,0.38124,1.267773,0.001069,1
2024-01-01 01:15:00,1992.200556,2002.893897,1992.691409,1992.611037,238.292208,1999.365188,69.806237,0.100269,0,1,0,0,0,0.382,67.225294,1.333063,0.701332,0.004619,0
2024-01-01 01:16:00,1992.287603,2002.726419,1990.850396,1992.972507,450.982579,2000.259259,42.622283,0.523022,0,1,0,1,0,0.236,13.270923,3.334508,-1.884144,0.000325,0
2024-01-01 01:17:00,1991.988596,2000.64745,1990.054693,1993.189225,76.965856,1995.858365,56.280177,-0.119758,0,0,0,0,1,0.618,22.405792,4.070109,-1.235989,0.005641,0
2024-01-01 01:18:00,1992.080357,2000.929504,1991.001861,1992.666808,821.628019,2007.321017,48.008394,-0.4775,0,0,1,0,0,0.382,40.539685,0.584563,-0.545224,0.039174,1
2024-01-01 01:19:00,1990.092788,1999.801727,1991.481597,1991.886416,1036.930941,1996.024676,9.465127,0.103444,0,0,0,1,0,0.382,80.884717,1.10328,-0.765828,0.001064,0
2024-01-01 01:20:00,1989.873116,2001.763594,1990.494332,1994.300964,1714.16979,1989.674417,60.740696,-0.321009,1,0,0,0,0,0.382,54.84386,5.065993,-1.332227,0.022078,0
2024-01-01 01:21:00,1990.230229,2000.762125,1989.925972,1994.041833,68.467401,1995.088252,43.608531,0.163818,0,0,0,0,1,0.618,66.635502,0.352335,-0.878286,0.000516,0
2024-01-01 01:22:00,1991.708123,2003.348903,1990.506878,1995.4299,573.029059,1995.832199,59.886789,0.6335,0,0,0,0,0,0.382,38.708761,0.423899,-1.500227,0.012913,1
2024-01-01 01:23:00,1991.189852,2003.214342,1990.242093,1995.283552,1533.434906,2000.868246,52.538646,-0.57111,0,0,1,0,0,0.236,33.483089,0.000293,0.499938,0.02467,0
2024-01-01 01:24:00,1990.381359,2004.415351,1990.307922,1994.782839,1462.319892,2001.125152,35.168429,-0.923012,0,0,1,1,0,0.382,72.518219,4.718629,0.340189,0.026054,1
2024-01-01 01:25:00,1989.879602,2003.408736,1988.385656,1996.199499,76.492955,2002.933946,47.386537,1.146294,0,0,0,0,0,0.382,37.948496,1.205051,-0.395062,0.002463,1
2024-01-01 01:26:00,1990.795004,2002.894506,1987.798119,1996.989463,11.461017,2009.397205,49.529505,0.066459,1,0,0,0,0,0.382,63.498632,0.233344,2.030656,0.005847,0
2024-01-01 01:27:00,1991.123755,2000.583184,1986.587559,1996.965354,1529.369408,2000.141857,52.76021,-0.623233,0,0,0,0,0,0.382,58.28054,0.679846,-1.506029,0.001956,0
2024-01-01 01:28:00,1990.593995,2001.403637,1986.22055,1998.099068,148.474064,2004.222522,57.684908,-0.500666,1,0,0,1,1,0.236,97.836455,1.373314,0.996634,0.001844,1
2024-01-01 01:29:00,1991.107262,2003.717799,1985.931639,2000.619375,862.251427,1997.77495,50.457723,-0.237421,0,1,0,1,1,0.382,25.856341,0.345731,0.246226,0.003509,0
2024-01-01 01:30:00,1991.20434,2002.33807,1987.312623,1999.887021,98.987721,2001.447785,76.193161,0.151039,1,0,0,0,0,0.382,1.851919,0.40361,-1.623118,0.010616,0
2024-01-01 01:31:00,1992.172985,2001.936992,1987.554196,2000.358758,350.282752,1998.256878,62.608077,-1.208348,0,0,0,0,0,0.618,52.25342,8.481546,0.529068,0.029431,0
2024-01-01 01:32:00,1991.470932,2000.004609,1989.21268,1999.949548,172.019544,1999.25346,64.93977,0.349364,0,0,0,0,0,0.618,24.840967,2.136324,0.410334,0.022719,0
2024-01-01 01:33:00,1991.143269,1998.571069,1988.107775,1999.015007,1333.301113,2000.831748,62.373828,-0.343536,0,0,0,0,0,0.382,96.712767,0.761654,0.723953,0.034303,0
2024-01-01 01:34:00,1990.751161,1998.191289,1989.141999,1998.05274,1116.952703,2004.91949,51.14631,0.741613,0,0,0,0,1,0.236,72.103204,0.180216,-0.346275,0.023553,0
2024-01-01 01:35:00,1989.287646,2000.251461,1988.694356,1999.645073,145.378991,1999.730828,60.977785,0.193053,0,1,0,0,1,0.618,27.472081,8.288743,-0.819613,0.001954,0
2024-01-01 01:36:00,1989.583767,2000.832222,1987.023848,1997.820312,61.16326,1999.717024,68.732156,0.447206,0,0,0,0,0,0.618,59.432634,0.184734,-0.536078,0.015143,1
2024-01-01 01:37:00,1989.844822,2002.007557,1985.536991,1998.328172,627.987448,2001.567492,51.89032,-0.117043,1,0,0,1,0,0.382,15.338877,0.492306,0.635084,0.001551,1
2024-01-01 01:38:00,1989.849935,2001.512695,1984.746027,1997.502929,217.593916,2004.392957,65.761328,0.122633,1,0,1,0,0,0.382,86.601708,0.204171,-1.07641,0.001504,1
2024-01-01 01:39:00,1989.615348,1999.895436,1985.181644,1999.275424,8.175364,1992.959778,30.466454,0.692138,0,0,0,0,0,0.382,33.172004,0.876593,0.065167,0.012158,0
2024-01-01 01:40:00,1988.199978,2002.501065,1985.910846,1999.002347,306.895801,2001.219555,66.485167,-0.426078,0,0,0,0,0,0.382,92.223939,2.725887,1.474255,0.007323,0
2024-01-01 01:41:00,1987.779332,2001.582553,1985.977513,1998.638339,242.382026,1993.344546,38.435844,0.221053,0,0,0,0,0,0.382,38.507808,4.551631,0.488525,0.00845,1
2024-01-01 01:42:00,1987.436618,2000.250643,1984.664637,2000.207849,1155.053279,2006.546054,30.434012,0.267976,0,0,0,1,0,0.236,3.766877,0.327168,0.502848,0.015921,1
2024-01-01 01:43:00,1986.63434,1998.847445,1984.65609,2001.084649,1972.296785,2001.693731,45.813538,0.68123,0,0,0,0,0,0.382,32.207363,0.19715,1.146762,0.002279,1
2024-01-01 01:44:00,1986.473055,1997.704085,1983.963988,2001.638876,271.334972,2006.13293,53.110682,-0.320426,1,0,0,1,0,0.236,77.264438,1.486716,0.464397,0.004682,0
2024-01-01 01:45:00,1986.877106,1997.130438,1985.240868,2002.444688,252.3764,1991.675818,55.021184,-0.424202,0,0,0,0,0,0.236,62.089471,2.238423,0.075718,0.001436,0
2024-01-01 01:46:00,1988.763291,1997.275134,1986.04614,2001.361414,490.64127,1999.155598,69.357342,0.594601,0,0,1,0,0,0.618,79.194604,3.77485,-0.567815,0.021942,0
2024-01-01 01:47:00,1988.937869,1997.581208,1986.048009,2002.103127,189.415822,2004.351785,41.641755,-0.112535,0,0,0,0,0,0.382,67.371382,0.193469,-0.576958,0.014739,0
2024-01-01 01:48:00,1989.19542,1998.241781,1987.774696,2001.904073,2933.979631,2007.020683,74.660129,-0.449426,0,0,0,1,0,0.236,62.213646,1.062457,0.933792,0.006008,0
2024-01-01 01:49:00,1989.120974,1998.759908,1985.517512,2002.264998,279.087828,2001.752222,74.692073,-0.247722,0,0,0,1,1,0.382,25.791687,2.131988,0.061466,0.007185,0
2024-01-01 01:50:00,1987.202203,1999.218998,1985.705,2002.749551,97.975754,1997.861858,53.384394,-0.692813,0,0,0,1,0,0.236,62.320537,0.192181,-0.892118,0.023412,0
2024-01-01 01:51:00,1987.175689,1999.628381,1985.875638,2001.639042,813.934516,1998.650379,37.587332,-0.013942,1,0,0,1,0,0.236,93.709911,3.710791,0.3952,0.001116,0
2024-01-01 01:52:00,1987.235919,1999.257536,1985.244089,2002.232864,771.367234,1994.789283,87.362082,-1.440516,0,0,0,0,1,0.618,74.476428,4.018617,1.682788,0.011783,0
2024-01-01 01:53:00,1989.699161,2000.189937,1985.995002,2002.046507,999.439141,2007.3139,75.873078,0.132928,0,1,0,0,0,0.618,15.190193,0.665893,-1.601113,0.002939,1
2024-01-01 01:54:00,1989.5068,1998.905769,1988.577172,2000.806585,3402.274923,2003.256501,52.856873,-0.770922,0,0,0,0,1,0.382,46.606684,1.111132,-0.022457,0.02432,1
2024-01-01 01:55:00,1989.808347,1998.944633,1988.455628,2000.66002,390.803888,1999.103552,29.566657,0.634327,0,0,0,0,1,0.236,81.640843,2.708457,-0.205854,0.004934,0
2024-01-01 01:56:00,1989.773636,1999.482623,1988.62592,2000.680045,445.617603,2002.719681,59.307617,-0.352853,0,0,0,0,0,0.618,8.633901,2.360364,1.4062,0.000159,0
2024-01-01 01:57:00,1988.604958,2000.50439,1988.083506,2001.273677,411.041294,1999.447735,41.151247,-0.414034,1,0,0,1,1,0.382,11.272356,0.961931,-0.051364,0.010309,1
2024-01-01 01:58:00,1989.74778,1999.343539,1986.366411,1998.885386,990.555495,1998.493281,63.110072,0.021039,0,0,0,0,0,0.236,9.854804,1.052122,0.116643,0.001839,1
2024-01-01 01:59:00,1990.499713,1999.051012,1985.732557,1999.273522,926.515424,1996.222923,53.44254,0.196698,0,0,0,1,1,0.236,30.428304,1.735108,0.21044,0.020422,0
2024-01-01 02:00:00,1991.290745,2001.064817,1986.793551,1998.761662,752.487636,1996.310407,26.059423,0.01769,1,0,0,1,0,0.236,50.527317,1.690743,0.760417,0.002119,0
2024-01-01 02:01:00,1990.381358,1999.996016,1987.310154,1999.571535,453.069362,2001.903413,32.300561,-0.810581,0,1,0,0,0,0.382,60.817331,4.481614,0.820921,0.00273,1
2024-01-01 02:02:00,1991.784152,2002.194133,1987.08234,1999.569669,558.00398,2005.237688,38.567345,0.058768,0,0,0,0,0,0.382,34.192781,0.772747,-0.704978,0.010439,1
2024-01-01 02:03:00,1990.382301,1999.629498,1988.564489,1999.236288,1572.658646,1998.317985,74.613482,-0.039448,0,0,1,1,1,0.618,15.481451,0.229048,-1.278163,0.018002,0
2024-01-01 02:04:00,1990.969158,1999.642253,1989.329091,1999.058787,939.67893,1996.035813,40.250996,-0.058521,0,0,0,0,0,0.236,28.223907,1.111909,-1.4731,0.000187,1
2024-01-01 02:05:00,1993.159614,1999.854938,1990.172046,1999.392197,1259.865621,2004.76228,15.89372,0.289458,0,0,1,1,0,0.382,14.381096,0.143253,-0.310196,0.005818,0
2024-01-01 02:06:00,1992.169078,2002.513508,1991.272791,2000.300106,323.972299,2000.395192,46.976132,-0.38672,1,0,0,0,0,0.382,64.319222,2.496378,1.327621,0.001497,1
2024-01-01 02:07:00,1991.60278,1996.229811,1989.575025,1999.408995,2424.66339,1988.838659,46.079697,-0.566335,1,0,0,0,0,0.618,54.776165,2.156415,-1.227384,0.006019,0
2024-01-01 02:08:00,1991.702431,1997.774763,1987.375817,1999.065335,35.795816,1996.473666,73.847165,0.307403,0,0,0,0,0,0.236,15.847921,1.266312,2.064278,0.013399,0
2024-01-01 02:09:00,1991.198956,1996.217256,1988.778846,2000.534681,905.590397,2002.342835,72.718473,-0.974531,0,0,0,0,1,0.236,48.348163,2.536576,0.366815,0.003124,1
2024-01-01 02:10:00,1989.648292,1996.524999,1986.819801,2000.173569,1673.17703,1996.051333,30.368565,0.141533,0,0,0,0,1,0.382,57.230995,2.126484,-1.816616,0.005386,0
2024-01-01 02:11:00,1989.716855,1996.266877,1988.10037,2000.540819,2012.048202,2000.255941,55.901283,-0.606102,0,0,0,1,0,0.236,27.298737,5.114242,-0.645451,0.000721,1
2024-01-01 02:12:00,1988.654551,1994.056468,1988.98577,1999.306627,385.003479,1993.778783,61.87625,0.7012,0,0,0,0,1,0.236,18.147101,4.207191,0.491518,0.019786,0
2024-01-01 02:13:00,1989.128144,1993.862212,1990.708327,1997.59212,615.724881,1997.942767,48.18272,-0.727526,0,0,0,0,0,0.618,84.467306,1.604404,0.809037,0.015271,0
2024-01-01 02:14:00,1988.20872,1992.630963,1991.694072,1996.551915,35.512324,1994.565479,52.641179,-0.716828,0,0,0,0,0,0.618,30.778088,1.596098,-2.026632,0.004623,0
2024-01-01 02:15:00,1989.758654,1992.018363,1991.714313,1995.862023,1559.531295,1993.841626,66.584041,1.164895,0,0,0,0,0,0.618,41.621608,4.47453,1.593422,0.003105,1
2024-01-01 02:16:00,1988.975401,1991.863193,1991.763193,1996.901934,133.042355,1996.206791,54.391097,0.631318,0,1,0,0,1,0.618,99.557875,1.78613,0.568559,0.019821,1
2024-01-01 02:17:00,1988.653339,1993.023595,1992.923595,1998.05146,558.75865,2004.363169,60.05721,-0.403453,0,0,0,0,0,0.382,44.577857,0.07394,0.292482,0.008543,0
2024-01-01 02:18:00,1989.466856,1991.975225,1991.875225,1996.12614,4689.531622,2002.084694,71.103353,-0.618126,0,0,0,0,1,0.618,37.943803,1.898382,2.66586,0.011045,0
2024-01-01 02:19:00,1988.235992,1991.941191,1991.841191,1995.584895,2497.836761,2010.259115,43.301446,-0.463202,0,0,1,0,1,0.236,33.13831,0.094862,-0.564233,0.005413,0
2024-01-01 02:20:00,1988.463452,1993.131451,1993.031451,1996.282684,400.512739,1997.011189,61.941873,0.180119,0,0,0,1,0,0.236,22.558711,2.925267,-0.527927,0.002374,1
2024-01-01 02:21:00,1989.770595,1992.634799,1992.534799,1996.177331,253.448906,2005.095942,43.333689,0.142173,0,0,0,0,0,0.382,64.027709,1.12283,2.069696,0.002134,0
2024-01-01 02:22:00,1988.163111,1991.27324,1991.17324,1997.68189,289.941258,2009.291044,66.103015,-0.199448,1,0,0,0,0,0.236,74.046358,3.618488,-0.588616,0.002177,0
2024-01-01 02:23:00,1988.347745,1990.780213,1990.680213,1998.355391,1154.502418,2005.589796,40.679095,0.857852,0,0,0,1,0,0.618,19.978742,2.555113,-0.004429,0.002958,0
